Ref,Status,Location,Description,Created,Target,Type,To Package,Status Changed,Association,OverDue,Images,Comments,Documents,Priority,Cause,project,Report Status,Task Group
T109023.8,Closed,JPC Project Management,material storage and backfill,03/12/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T93432.25,Closed,JPC Project Management>EHS Forms>01 Inspections,barriers to be secured and presented better,02/12/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Access,1330,Closed,Safety
T93432.24,Closed,JPC Project Management>EHS Forms>01 Inspections,house keeping to be improved level 2,02/12/2019,,Safety Notice (Amber) - General Issue,Concrete,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - House Keeping,1330,Closed,Safety
T93432.23,Closed,JPC Project Management>EHS Forms>01 Inspections,toe boards to be dropped to slab,02/12/2019,,Safety Notice (Amber) - General Issue,Scaffolding,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,System Failure,JPC - Safety - Scaffolding,1330,Closed,Safety
T93432.22,Closed,JPC Project Management>EHS Forms>01 Inspections,exclusion zone needed level 3,02/12/2019,,Safety Notice (Amber) - General Issue,Concrete,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Exclusion Zones,1330,Closed,Safety
T86421.13,Closed,1330 - Regeneron Building 19,Site Mgt Team to address issues raised in the CM. Monthly audit ,02/12/2019,,Safety Notice (Amber) - General Issue,Main Contractor,01/01/2020,FormAnswer,FALSE,FALSE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Documentation,1330,Closed,Safety
T92636.117,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,"Daily Safe Start, Line breaking Permit, General Work Permit & Hot works permits in place & communicated between all parties for the tie-in to existing firemain carried out by Mercury. ",29/11/2019,,Safety Notice (Green) - Good Observation,Fire Consultant,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.116,Closed,JPC Project Management>EHS Forms>01 Inspections,Exclusion zone around excavations,29/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1330,Closed,Safety
T92636.115,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,No issues observed during inspection with regards Radleys progressing with installation of pipework. ,29/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.114,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,No issues observed around process sump area. Area currently near completed backfilling. Barriers in place around excavated areas. ,29/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.113,Closed,JPC Project Management>EHS Forms>01 Inspections,Firemain excavation has been opened for a number of weeks which has allowed minor amounts of material from the banks to collapse in. Need to clear out and ensure good access for next section of pipework to be installed. ,29/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,05/12/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1330,Closed,Safety
T92636.112,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Exclusion zone in place around excavation works in service yard. No issues observed during inspection. ,29/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.111,Closed,JPC Project Management>EHS Forms>01 Inspections,Dispose timber pallet on 2nd floor,29/11/2019,,Safety Notice (Amber) - General Issue,Labour,01/01/2020,,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T92636.110,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,"Firemain tie in number 2 works near completion. No issues observed during the works. Works very well coordination between Mercury, JPC, PMG & Regeneron.  ",29/11/2019,,Safety Notice (Green) - Good Observation,Fire Consultant,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.109,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Firemain section getting backfilled at the moment which civilises the area.  ,29/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.108,Closed,JPC Project Management>EHS Forms>01 Inspections,Review storage of materials to 1st floor. More working / walking space for formwork operatives. ,29/11/2019,,Safety Notice (Amber) - General Issue,Concrete,05/12/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Storage,1330,Closed,Safety
T92636.107,Closed,JPC Project Management>EHS Forms>01 Inspections,Mortar Bins to be exchanged to allow housekeeping to 1st floor. ,29/11/2019,,Safety Notice (Amber) - General Issue,Labour,05/12/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T92636.106,Closed,JPC Project Management>EHS Forms>01 Inspections,Protruding rebar from concrete slab to tie in for next section of pour to be protected as it poses a trip hazard. ,29/11/2019,,Safety Notice (Amber) - General Issue,Concrete,05/12/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1330,Closed,Safety
T92636.105,Closed,JPC Project Management>EHS Forms>01 Inspections,Toe boards to be lowered to concrete floor level to reduce / eliminate materials falling. Note concrete only poured this morning. ,29/11/2019,,Safety Notice (Amber) - General Issue,Scaffolding,05/12/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Scaffolding,1330,Closed,Safety
T92636.104,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Toe boards lowered to reduce materials falling to already poured section of concrete. ,29/11/2019,,Safety Notice (Green) - Good Observation,Scaffolding,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T86430.5,Closed,1330 - Regeneron Building 19,Barriers should be extended at lifting zone,28/11/2019,,Safety Notice (Amber) - General Issue,Concrete,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1330,Closed,Safety
T86430.4,Closed,1330 - Regeneron Building 19,Protruding rebar not covered or mushroom capped,28/11/2019,,Safety Notice (Amber) - General Issue,Concrete,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Quality - Workmanship,1330,Closed,Safety
T86430.3,Closed,1330 - Regeneron Building 19,Toeboards to be lowered at edges/voids to protect materials falling,28/11/2019,,Safety Notice (Amber) - General Issue,Scaffolding,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Scaffolding,1330,Closed,Safety
T86430.2,Closed,1330 - Regeneron Building 19,Minor clean up to side of excavation required,28/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1330,Closed,Safety
T92044.91,Closed,1330 - Regeneron Building 19,Minor clearing of trench required,28/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1330,Closed,Safety
T109023.7,Closed,JPC Project Management,material storage and backfill,26/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T109023.6,Closed,JPC Project Management,barriers,26/11/2019,,Safety Notice (Amber) - General Issue,Mechanical Piping,01/01/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - Access,1330,Closed,Safety
T109023.5,Closed,JPC Project Management,blocks used to access scaffolding to be removed,26/11/2019,,Safety Notice (Amber) - General Issue,Main Contractor,01/01/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T109023.4,Closed,JPC Project Management,buckets left in different areas with no segregation,26/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,TRUE,FALSE,,JPC - Safety - Plant & Equipment,1330,Closed,Safety
T93432.21,Closed,JPC Project Management>EHS Forms>01 Inspections,h9usekeeping- remove waste timber,25/11/2019,,Safety Notice (Amber) - General Issue,Mechanical Piping,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - House Keeping,1330,Closed,Safety
T93432.20,Closed,JPC Project Management>EHS Forms>01 Inspections,hpuskeeping- remove cardboard and store goods,25/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Quality - Materials,1330,Closed,Safety
T93432.19,Closed,JPC Project Management>EHS Forms>01 Inspections,walkway needs to be filled with stone and civilised,25/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - House Keeping,1330,Closed,Safety
T93432.18,Closed,JPC Project Management>EHS Forms>01 Inspections,barriers needed around an excavation,25/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Exclusion Zones,1330,Closed,Safety
T97233.53,Closed,JPC Project Management>EHS Forms>01 Inspections,general Housekeeping to the North East side of the site,24/11/2019,,Safety Notice (Amber) - General Issue,Main Contractor,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T97233.52,Closed,JPC Project Management>EHS Forms>01 Inspections,Road sweeper to be arranged to come in to the non exempt lead road as it looks very dirty through the regeneron car park fence panel,24/11/2019,,Safety Notice (Amber) - General Issue,Main Contractor,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1330,Closed,Safety
T97233.51,Closed,JPC Project Management>EHS Forms>01 Inspections,Final clean up of all loose leaves,24/11/2019,,Safety Notice (Amber) - General Issue,Main Contractor,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1330,Closed,Safety
T97233.50,Closed JPC Reviewed,JPC Project Management>EHS Forms>01 Inspections,Good use of Daily Safe start with step back update following a change of plan,24/11/2019,,Quality - Good Observation,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Documentation,1330,Closed,Quality
T1.19321047,Closed,JPC Project Management>EHS Forms>01 Inspections,"Following a HSA visit on Wednesday, as part of the Non Exempt works (currently under control of JPC as PSCS) it was noted by the Inspector that a Hitachi 130 Excavator had no movement alarm working. Groundwork supervisor has arranged a fitter to attend site tomorrow (Friday 22nd) to replace. Response to be issued to H.S.A Inspector by COB Monday. ",22/11/2019,,Safety Notice (Amber) - General Issue,Main Contractor,29/11/2019,FormAnswer,FALSE,FALSE,,,,JPC - Safety - Plant & Equipment,1330,Closed,Safety
T97233.49,Closed,JPC Project Management>EHS Forms>01 Inspections,access to be planned and implemented to safely access the larger manholes,21/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1330,Closed,Safety
T97233.48,Closed,JPC Project Management>EHS Forms>01 Inspections,build up fill to create a ramp for pipe fitter access and also a 2nd ladder / means of escape in case of emergency,21/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1330,Closed,Safety
T97233.47,Closed,JPC Project Management>EHS Forms>01 Inspections,ensure pipe fitter stands out of the way of the concrete pipe as it is being lowered into position.,21/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Lifting / Slinging,1330,Closed,Safety
T97233.46,Closed,JPC Project Management>EHS Forms>01 Inspections,petrol mix can to be marked and stored on nappy,21/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1330,Closed,Safety
T97233.45,Closed,JPC Project Management>EHS Forms>01 Inspections,ensure all slings and chains are on weekly inspections and signed off in good condition,21/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,.,JPC - Quality - Materials,1330,Closed,Safety
T97233.44,Closed,JPC Project Management>EHS Forms>01 Inspections,General exclusion zone to be set up at entrance area to ensure no person can freely enter the work zone,21/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,FALSE,FALSE,FALSE,,JPC - Safety - Exclusion Zones,1330,Closed,Safety
T92636.103,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Steps highlighted onto scaffolding platform for process sump. ,21/11/2019,,Safety Notice (Green) - Good Observation,Labour,21/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.102,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Barriers been maintained around excavation works at time of inspection ,21/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,21/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.101,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Spotter observed with machine at time of inspection. Good practice been maintained throughout the site. ,21/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,21/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.100,Closed,JPC Project Management>EHS Forms>01 Inspections,Loading area top be tidied up & civilised with regards materials storage as this is the only location for loading materials to Level 2. Spoke to supervisor (Loughnane Formwork) to arrange civilising. ,21/11/2019,,Safety Notice (Amber) - General Issue,Concrete Works,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T92636.99,Closed,JPC Project Management>EHS Forms>01 Inspections,Workbench to be reviewed - noted following PM Group internal audit,21/11/2019,,Safety Notice (Amber) - General Issue,Concrete,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Plant & Equipment,1330,Closed,Safety
T86424.195,Closed,1330 - Regeneron Building 19,Barriers to close to excavation,21/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1330,Closed,Safety
T86424.194,Closed,1330 - Regeneron Building 19,"Relocate work station, vice protruding",21/11/2019,,Safety Notice (Amber) - General Issue,Mechanical Piping,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1330,Closed,Safety
T86424.193,Closed,1330 - Regeneron Building 19,Review growing conditions  + work area,21/11/2019,,Safety Notice (Amber) - General Issue,Mechanical Piping,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T92636.98,Closed,JPC Project Management>EHS Forms>01 Inspections,Remove plant matts from location as no longer required (adjacent goods lift) ,21/11/2019,,Safety Notice (Amber) - General Issue,Labour,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1330,Closed,Safety
T92636.97,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Plant nappies in place under all tower lights & generators on-site - no issues observed. ,21/11/2019,,Safety Notice (Green) - Good Observation,Main Contractor,21/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.96,Closed,JPC Project Management>EHS Forms>01 Inspections,"Whilst excavations are been excluded off, barriers need to be placed minimum 2m from edge of excavation. where this cannot be achieved due to space restrictions, barriers should be secured to ground. JPC Management to  monitor.  ",21/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1330,Closed,Safety
T92636.95,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,exclusion zone around radley,21/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,21/11/2019,,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.94,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,"Storage of timbers generally in good order, tidy manner been maintained. ",21/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,21/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.93,Closed,JPC Project Management>EHS Forms>01 Inspections,Workbench to be reviewed - noted as per PM Group internal audit. ,21/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,29/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Plant & Equipment,1330,Closed,Safety
T92636.92,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Access generally good on-site & been maintained. Good coordination between JPC and PM Group and their sub-contractors. ,21/11/2019,,Safety Notice (Green) - Good Observation,Main Contractor,21/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.91,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Good use of barriers observed around column encasements. ,21/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,21/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.90,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Perimeter walkway closed off & re-diverted through building to facilitate works to firemain to north east corner of the site.  ,21/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,21/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.89,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,AF3 inspections in place for live open excavations ,21/11/2019,,Safety Notice (Green) - Good Observation,Main Contractor,21/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T86424.192,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Well barriered off,20/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,20/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T86424.191,Closed,JPC Project Management>EHS Forms>01 Inspections,Broken material to be skipped,20/11/2019,,Safety Notice (Amber) - General Issue,Labour,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T86424.190,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Flashing lights and a spotter present,20/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,20/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T109023.3,Closed,JPC Project Management>EHS Forms>01 Inspections,mortar bin for timber off cuts,19/11/2019,,Safety Notice (Amber) - General Issue,Labour,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T109023.2,Closed,JPC Project Management>EHS Forms>01 Inspections,single use slings on metal deck. should be cut and skipped,19/11/2019,,Safety Notice (Red) - Serious Issue,Main Contractor,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Lifting / Slinging,1330,Closed,Safety
T93432.17,Closed,JPC Project Management>EHS Forms>01 Inspections,single use slings to be cut and removed,18/11/2019,,Safety Notice (Red) - Serious Issue,Main Contractor,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,High,JPC - Safety - Lifting / Slinging,1330,Closed,Safety
T93432.16,JPC Sign Off / Closed,JPC Project Management>EHS Forms>01 Inspections,replace plant nappy,18/11/2019,43792,Quality - Defect (compliance),Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Medium,JPC - Safety - Environmental,1330,Closed,Quality
T93432.15,Closed,JPC Project Management>EHS Forms>01 Inspections,exclusion zone needs signage and double clips on both sides,18/11/2019,,Safety Notice (Amber) - General Issue,Labour,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Access,1330,Closed,Safety
T1.19136064,Closed,JPC Project Management>EHS Forms>01 Inspections,"WSHS Training to be carried out with existing & new operatives. Contractors with be coordinated to attend such training given by on-site champion, Shane Rowland. ",16/11/2019,,Safety Notice (Amber) - General Issue,Main Contractor,22/11/2019,FormAnswer,FALSE,FALSE,,,,JPC - Safety - Documentation,1330,Closed,Safety
T92636.88,Closed,JPC Project Management>EHS Forms>01 Inspections,Replace plant nappy under petrol poker ,15/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,22/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Environmental,1330,Closed,Safety
T92636.87,Closed,JPC Project Management>EHS Forms>01 Inspections,Scaffolding materials to be removed from location adjacent to staircore 4,15/11/2019,,Safety Notice (Amber) - General Issue,Scaffolding,22/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Storage,1330,Closed,Safety
T92636.86,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,New plant nappies now in place underneath generators & tower lights  ,15/11/2019,,Safety Notice (Green) - Good Observation,Labour,15/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.85,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Visual inspections been carried out to Tower lights on-site ,15/11/2019,,Safety Notice (Green) - Good Observation,Labour,15/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.84,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Barriers in place around process drainage works,15/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,15/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.83,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Barriers in place around firemain excavations ,15/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,15/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.82,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Access generally good into building & work areas. Management to monitor underfoot conditions and barrier control ,15/11/2019,,Safety Notice (Green) - Good Observation,Main Contractor,15/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.81,Closed,JPC Project Management>EHS Forms>01 Inspections,Salt on site for sub zero conditions. Bags of salt to be placed into bin with salt spreader available in the event of icy conditions.  ,15/11/2019,,Safety Notice (Amber) - General Issue,Labour,22/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1330,Closed,Safety
T92636.80,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,AF3 Excavation forms been carried out for current open excavations ,15/11/2019,,Safety Notice (Green) - Good Observation,Main Contractor,15/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92636.79,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Permits and Safe Start in place & completed adequately for fire main tie into existing firemain ,15/11/2019,,Safety Notice (Green) - Good Observation,Fire Consultant,15/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T97233.43,Closed,JPC Project Management>EHS Forms,"secure pedestrian entrance, clean large stones on ramp and add one more crowd control barrier as a handrail",14/11/2019,,Safety Notice (Amber) - General Issue,Main Contractor,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Excavations,1330,Closed,Safety
T97233.42,Closed,JPC Project Management>EHS Forms,Housekeeping,14/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T97233.41,Closed,JPC Project Management>EHS Forms,Housekeeping on level 2,14/11/2019,,Safety Notice (Red) - Serious Issue,Scaffolding,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T97233.40,EHS Good Observation,JPC Project Management>EHS Forms,whiteboard meetings working well,14/11/2019,,Safety Notice (Green) - Good Observation,Main Contractor,14/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T97233.39,EHS Good Observation,JPC Project Management>EHS Forms,generator securedand positionedwell on absorbent mats,14/11/2019,,Safety Notice (Green) - Good Observation,Groundworks & Drainage,14/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T92044.90,Closed,1330 - Regeneron Building 19,Trip hazard,14/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1330,Closed,Safety
T92044.89,EHS Good Observation,1330 - Regeneron Building 19,Cover in place during welding,14/11/2019,,Safety Notice (Green) - Good Observation,Mechanical Piping,14/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
T93432.14,Closed JPC Reviewed,JPC Project Management>EHS Forms>01 Inspections,good use of life buoy in work zone where water is present,13/11/2019,,Quality - Good Observation,Mechanical Piping,13/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - PPE,1330,Closed,Quality
T93432.13,Closed,JPC Project Management>EHS Forms>01 Inspections,plant nappy not used correctly,13/11/2019,,Safety Notice (Amber) - General Issue,Mechanical Piping,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,Behavioural Failure,JPC - Safety - Environmental,1330,Closed,Safety
T93432.12,Closed JPC Reviewed,JPC Project Management>EHS Forms>01 Inspections,walkways and exclusion zones well maintained,13/11/2019,,Quality - Good Observation,Groundworks & Drainage,13/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1330,Closed,Quality
T86424.189,Closed,JPC Project Management>EHS Forms>01 Inspections,pallets to be skipped,13/11/2019,,Safety Notice (Amber) - General Issue,Labour,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T86424.188,Closed,JPC Project Management>EHS Forms>01 Inspections,Excavated materials to be taken  off site,13/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - Access,1330,Closed,Safety
T86424.187,Closed,JPC Project Management>EHS Forms>01 Inspections,Unused materials to be stored away,13/11/2019,,Safety Notice (Amber) - General Issue,Groundworks & Drainage,01/01/2020,FormAnswer,FALSE,TRUE,FALSE,FALSE,,JPC - Safety - House Keeping,1330,Closed,Safety
T86424.186,EHS Good Observation,JPC Project Management>EHS Forms>01 Inspections,Scanning of the ground before work being done,13/11/2019,,Safety Notice (Green) - Good Observation,Main Contractor,13/11/2019,FormAnswer,FALSE,TRUE,FALSE,FALSE,,,1330,Closed,Safety
